,M=100Hz,M=200Hz,M=500Hz
1122,-4499,8653,-16134
1123,-4723,9047,-16304
1124,-4946,9433,-16391
1125,-5169,9811,-16395
1126,-5390,10182,-16316
1127,-5610,10544,-16154
1128,-5829,10898,-15911
1129,-6047,11243,-15586
1130,-6264,11579,-15183
1131,-6479,11905,-14702
1132,-6693,12221,-14147
1133,-6906,12528,-13520
1134,-7117,12825,-12825
1135,-7327,13111,-12064
1136,-7535,13387,-11243
1137,-7742,13651,-10364
1138,-7947,13905,-9433
1139,-8151,14147,-8453
1140,-8353,14378,-7431
1141,-8553,14597,-6371
1142,-8752,14805,-5279
1143,-8949,15000,-4161
1144,-9144,15183,-3021
1145,-9336,15354,-1866
1146,-9528,15512,-701
1147,-9717,15657,468
1148,-9905,15791,1633
1149,-10090,15911,2791
1150,-10273,16018,3935
1151,-10454,16112,5058
1152,-10633,16193,6156
1153,-10810,16262,7222
1154,-10985,16316,8252
1155,-11157,16358,9240
1156,-11327,16386,10182
1157,-11495,16401,11072
1158,-11661,16403,11905
1159,-11824,16391,12678
1160,-11985,16366,13387
1161,-12143,16328,14028
1162,-12299,16276,14597
1163,-12452,16212,15093
1164,-12603,16134,15512
1165,-12752,16043,15852
1166,-12897,15939,16112
1167,-13040,15822,16290
1168,-13181,15692,16386
1169,-13318,15549,16399
1170,-13454,15394,16328
1171,-13586,15227,16174
1172,-13716,15046,15939
1173,-13842,14855,15622
1174,-13966,14650,15227
1175,-14088,14434,14754
1176,-14206,14206,14206
1177,-14321,13966,13586
1178,-14434,13716,12898
1179,-14543,13454,12143
1180,-14650,13181,11328
1181,-14754,12898,10454
1182,-14854,12603,9528
1183,-14952,12299,8554
1184,-15046,11985,7535
1185,-15138,11661,6479
1186,-15227,11328,5390
1187,-15312,10985,4274
1188,-15394,10633,3136
1189,-15473,10273,1982
1190,-15549,9905,818
1191,-15622,9528,-351
1192,-15692,9144,-1517
1193,-15758,8752,-2676
1194,-15821,8353,-3821
1195,-15881,7947,-4947
1196,-15939,7536,-6047
1197,-15992,7117,-7117
1198,-16043,6693,-8151
1199,-16089,6264,-9144
1200,-16134,5829,-10090
1201,-16174,5390,-10985
1202,-16211,4947,-11824
1203,-16245,4499,-12603
1204,-16276,4048,-13319
1205,-16304,3593,-13966
1206,-16328,3136,-14543
1207,-16348,2676,-15046
1208,-16366,2214,-15473
1209,-16380,1750,-15821
1210,-16391,1284,-16089
1211,-16398,818,-16276
1212,-16403,351,-16380
1213,-16403,-117,-16401
1214,-16401,-584,-16338
1215,-16395,-1051,-16193
1216,-16386,-1517,-15966
1217,-16373,-1982,-15657
1218,-16357,-2445,-15270
1219,-16338,-2906,-14804
1220,-16316,-3364,-14264
1221,-16290,-3821,-13651
1222,-16261,-4274,-12969
1223,-16229,-4723,-12221
1224,-16193,-5169,-11411
1225,-16154,-5610,-10544
1226,-16112,-6047,-9623
1227,-16067,-6479,-8653
1228,-16018,-6906,-7639
1229,-15966,-7327,-6586
1230,-15911,-7742,-5500
1231,-15852,-8151,-4386
1232,-15790,-8553,-3250
1233,-15726,-8948,-2097
1234,-15657,-9337,-934
1235,-15586,-9717,234
1236,-15511,-10090,1401
1237,-15434,-10454,2561
1238,-15353,-10810,3707
1239,-15270,-11157,4835
1240,-15183,-11495,5939
1241,-15092,-11824,7012
1242,-15000,-12143,8050
1243,-14903,-12452,9047
1244,-14804,-12752,9998
1245,-14702,-13040,10898
1246,-14597,-13319,11743
1247,-14489,-13586,12528
1248,-14378,-13842,13250
1249,-14264,-14087,13905
1250,-14147,-14321,14489
1251,-14027,-14543,15000
1252,-13905,-14754,15434
1253,-13779,-14952,15791
1254,-13651,-15138,16067
1255,-13520,-15312,16262
1256,-13387,-15473,16373
1257,-13250,-15622,16403
1258,-13111,-15758,16348
1259,-12969,-15882,16212
1260,-12825,-15992,15992
1261,-12678,-16089,15692
1262,-12528,-16174,15312
1263,-12376,-16245,14855
1264,-12221,-16303,14322
1265,-12064,-16348,13716
1266,-11905,-16380,13040
1267,-11742,-16398,12299
1268,-11578,-16403,11496
1269,-11411,-16395,10633
1270,-11243,-16373,9717
1271,-11071,-16339,8752
1272,-10898,-16290,7742
1273,-10722,-16229,6694
1274,-10544,-16154,5610
1275,-10364,-16066,4499
1276,-10181,-15966,3365
1277,-9997,-15852,2214
1278,-9811,-15725,1051
1279,-9623,-15586,-117
1280,-9433,-15434,-1284
1281,-9240,-15270,-2445
1282,-9046,-15093,-3593
1283,-8851,-14903,-4723
1284,-8653,-14702,-5829
1285,-8453,-14489,-6906
1286,-8252,-14264,-7947
1287,-8049,-14027,-8948
1288,-7845,-13779,-9904
1289,-7639,-13520,-10810
1290,-7431,-13250,-11661
1291,-7222,-12969,-12452
1292,-7012,-12678,-13181
1293,-6800,-12376,-13842
1294,-6586,-12064,-14434
1295,-6371,-11742,-14952
1296,-6156,-11411,-15394
1297,-5938,-11071,-15758
1298,-5720,-10722,-16042
1299,-5500,-10364,-16245
1300,-5280,-9997,-16366
1301,-5058,-9623,-16403
1302,-4835,-9240,-16357
1303,-4611,-8851,-16229
1304,-4386,-8453,-16018
1305,-4161,-8049,-15725
1306,-3934,-7639,-15353
1307,-3707,-7222,-14903
1308,-3479,-6800,-14378
1309,-3250,-6372,-13779
1310,-3021,-5938,-13111
1311,-2791,-5500,-12376
1312,-2560,-5058,-11578
1313,-2329,-4611,-10722
1314,-2097,-4161,-9811
1315,-1866,-3707,-8851
1316,-1633,-3250,-7845
1317,-1401,-2791,-6800
1318,-1168,-2329,-5720
1319,-934,-1865,-4611
1320,-701,-1401,-3479
1321,-467,-934,-2329
1322,-234,-467,-1168
1323,0,0,0
1324,234,467,1168
1325,467,934,2329
1326,701,1401,3479
1327,935,1866,4611
1328,1168,2329,5720
1329,1401,2791,6800
1330,1634,3251,7845
1331,1866,3707,8851
1332,2098,4161,9811
1333,2329,4611,10722
1334,2560,5058,11578
1335,2791,5501,12376
1336,3021,5939,13111
1337,3251,6372,13779
1338,3479,6800,14378
1339,3707,7223,14903
1340,3935,7639,15354
1341,4161,8049,15726
1342,4386,8453,16018
1343,4611,8851,16229
1344,4835,9241,16358
1345,5058,9623,16404
1346,5280,9997,16366
1347,5501,10364,16246
1348,5720,10722,16043
1349,5938,11072,15759
1350,6156,11412,15394
1351,6372,11743,14952
1352,6586,12065,14434
1353,6800,12376,13843
1354,7012,12678,13181
1355,7222,12969,12453
1356,7431,13250,11661
1357,7639,13520,10810
1358,7845,13779,9905
1359,8049,14028,8949
1360,8253,14264,7947
1361,8454,14489,6906
1362,8653,14702,5829
1363,8851,14903,4723
1364,9046,15093,3593
1365,9241,15270,2445
1366,9433,15434,1284
1367,9623,15586,117
1368,9811,15726,-1051
1369,9997,15852,-2213
1370,10182,15966,-3364
1371,10364,16067,-4499
1372,10544,16155,-5610
1373,10722,16229,-6693
1374,10898,16290,-7742
1375,11072,16339,-8752
1376,11243,16373,-9717
1377,11412,16395,-10633
1378,11579,16403,-11495
1379,11743,16398,-12299
1380,11905,16380,-13040
1381,12065,16349,-13716
1382,12221,16304,-14321
1383,12376,16245,-14854
1384,12528,16174,-15312
1385,12678,16090,-15692
1386,12825,15992,-15992
1387,12969,15882,-16211
1388,13111,15758,-16348
1389,13250,15622,-16403
1390,13387,15474,-16373
1391,13520,15312,-16261
1392,13651,15138,-16067
1393,13779,14952,-15790
1394,13905,14754,-15434
1395,14028,14543,-14999
1396,14147,14322,-14489
1397,14264,14088,-13905
1398,14378,13842,-13250
1399,14489,13586,-12528
1400,14597,13319,-11742
1401,14702,13041,-10897
1402,14804,12752,-9997
1403,14904,12452,-9046
1404,15000,12143,-8049
1405,15093,11824,-7012
1406,15183,11495,-5938
1407,15270,11157,-4835
1408,15353,10810,-3707
1409,15434,10454,-2560
1410,15512,10090,-1400
1411,15586,9717,-234
1412,15658,9337,934
1413,15726,8949,2098
1414,15790,8553,3251
1415,15852,8151,4387
1416,15911,7742,5500
1417,15966,7327,6587
1418,16018,6906,7639
1419,16067,6479,8653
1420,16112,6047,9623
1421,16155,5610,10544
1422,16193,5169,11412
1423,16229,4723,12222
1424,16261,4274,12969
1425,16290,3821,13651
1426,16316,3365,14264
1427,16339,2906,14804
1428,16358,2445,15270
1429,16373,1982,15657
1430,16386,1517,15966
1431,16395,1051,16193
1432,16401,584,16339
1433,16404,117,16401
1434,16403,-350,16380
1435,16398,-817,16276
1436,16391,-1284,16090
1437,16380,-1749,15822
1438,16366,-2213,15474
1439,16349,-2675,15047
1440,16328,-3135,14543
1441,16304,-3593,13966
1442,16276,-4047,13319
1443,16246,-4499,12604
1444,16211,-4946,11824
1445,16174,-5390,10985
1446,16134,-5829,10090
1447,16090,-6264,9144
1448,16043,-6693,8151
1449,15992,-7117,7117
1450,15939,-7535,6047
1451,15882,-7947,4947
1452,15822,-8353,3821
1453,15759,-8752,2676
1454,15692,-9143,1517
1455,15622,-9528,351
1456,15550,-9905,-817
1457,15473,-10273,-1982
1458,15394,-10633,-3135
1459,15312,-10985,-4274
1460,15227,-11327,-5390
1461,15138,-11661,-6479
1462,15046,-11985,-7535
1463,14952,-12299,-8553
1464,14855,-12603,-9528
1465,14754,-12897,-10454
1466,14650,-13181,-11327
1467,14543,-13453,-12143
1468,14434,-13715,-12897
1469,14321,-13966,-13586
1470,14206,-14206,-14206
1471,14088,-14434,-14753
1472,13966,-14650,-15227
1473,13842,-14854,-15622
1474,13716,-15046,-15939
1475,13586,-15227,-16174
1476,13454,-15394,-16327
1477,13319,-15549,-16398
1478,13181,-15692,-16386
1479,13040,-15821,-16290
1480,12897,-15939,-16112
1481,12752,-16042,-15852
1482,12603,-16133,-15511
1483,12453,-16211,-15093
1484,12299,-16276,-14597
1485,12143,-16327,-14027
1486,11985,-16366,-13387
1487,11824,-16391,-12678
1488,11661,-16402,-11904
1489,11496,-16401,-11071
1490,11327,-16386,-10182
1491,11157,-16357,-9240
1492,10985,-16316,-8252
1493,10810,-16261,-7222
1494,10633,-16193,-6156
1495,10454,-16112,-5058
1496,10273,-16018,-3934
1497,10090,-15910,-2791
1498,9905,-15790,-1633
1499,9717,-15657,-467
1500,9528,-15511,701
1501,9337,-15353,1866
1502,9144,-15183,3021
1503,8949,-14999,4161
1504,8752,-14804,5280
1505,8553,-14597,6372
1506,8353,-14378,7432
1507,8151,-14147,8454
1508,7948,-13905,9433
1509,7742,-13651,10364
1510,7536,-13386,11243
1511,7327,-13111,12065
1512,7117,-12825,12825
1513,6906,-12528,13520
1514,6694,-12221,14147
1515,6479,-11904,14702
1516,6264,-11578,15183
1517,6047,-11242,15586
1518,5830,-10897,15911
1519,5611,-10544,16155
1520,5390,-10182,16316
1521,5169,-9811,16395
1522,4947,-9433,16391
1523,4723,-9046,16304
1524,4499,-8653,16134
1525,4274,-8252,15882
1526,4048,-7845,15549
1527,3821,-7431,15138
1528,3593,-7012,14650
1529,3365,-6586,14088
1530,3136,-6156,13454
1531,2906,-5720,12752
1532,2676,-5279,11985
1533,2445,-4835,11157
1534,2213,-4386,10273
1535,1982,-3934,9337
1536,1750,-3479,8353
1537,1517,-3021,7327
1538,1284,-2560,6264
1539,1051,-2098,5169
1540,818,-1633,4048
1541,584,-1167,2906
1542,351,-701,1749
1543,117,-234,584
1544,-117,234,-584
1545,-350,701,-1749
1546,-584,1168,-2906
1547,-818,1634,-4048
1548,-1051,2098,-5169
1549,-1284,2560,-6264
1550,-1517,3021,-7327
1551,-1749,3479,-8353
1552,-1982,3934,-9337
1553,-2213,4387,-10273
1554,-2445,4835,-11157
1555,-2676,5280,-11985
1556,-2906,5720,-12752
1557,-3135,6156,-13454
1558,-3365,6586,-14088
1559,-3593,7012,-14650
1560,-3821,7431,-15138
1561,-4047,7845,-15549
1562,-4274,8252,-15881
1563,-4499,8653,-16133
1564,-4723,9046,-16304
1565,-4947,9433,-16391
1566,-5169,9811,-16395
1567,-5390,10182,-16316
1568,-5610,10544,-16154
1569,-5829,10898,-15911
1570,-6047,11243,-15586
1571,-6264,11579,-15183
1572,-6479,11905,-14702
1573,-6693,12222,-14147
1574,-6906,12528,-13520
1575,-7117,12825,-12825
1576,-7327,13111,-12064
1577,-7535,13387,-11243
1578,-7742,13651,-10364
1579,-7947,13905,-9433
1580,-8151,14147,-8453
1581,-8353,14378,-7431
1582,-8553,14597,-6372
1583,-8752,14804,-5279
1584,-8948,15000,-4161
1585,-9143,15183,-3021
1586,-9337,15353,-1865
1587,-9528,15512,-701
1588,-9717,15658,467
1589,-9905,15790,1634
1590,-10090,15911,2791
1591,-10273,16018,3934
1592,-10454,16112,5058
1593,-10633,16193,6156
1594,-10810,16261,7223
1595,-10985,16316,8252
1596,-11157,16358,9240
1597,-11327,16386,10182
1598,-11495,16401,11071
1599,-11661,16403,11905
1600,-11824,16391,12678
1601,-11985,16366,13387
1602,-12143,16328,14027
1603,-12299,16276,14597
1604,-12452,16212,15093
1605,-12603,16134,15512
1606,-12752,16043,15852
1607,-12897,15939,16112
1608,-13040,15822,16290
1609,-13181,15692,16386
1610,-13318,15550,16399
1611,-13454,15394,16328
1612,-13586,15227,16174
1613,-13716,15046,15939
1614,-13842,14854,15622
1615,-13966,14650,15227
1616,-14087,14434,14754
1617,-14206,14206,14206
1618,-14321,13966,13586
1619,-14434,13716,12897
1620,-14543,13454,12143
1621,-14650,13181,11327
1622,-14754,12897,10454
1623,-14854,12603,9528
1624,-14952,12299,8553
1625,-15046,11985,7535
1626,-15138,11661,6479
1627,-15227,11328,5390
1628,-15312,10985,4274
1629,-15394,10633,3136
1630,-15473,10273,1982
1631,-15549,9905,818
1632,-15622,9528,-350
1633,-15692,9144,-1517
1634,-15758,8752,-2675
1635,-15821,8353,-3821
1636,-15881,7947,-4946
1637,-15939,7536,-6047
1638,-15992,7117,-7117
1639,-16043,6693,-8151
1640,-16090,6264,-9143
1641,-16134,5829,-10090
1642,-16174,5390,-10985
1643,-16211,4947,-11824
1644,-16245,4499,-12603
1645,-16276,4048,-13319
1646,-16303,3593,-13966
1647,-16327,3136,-14543
1648,-16348,2676,-15046
1649,-16366,2214,-15473
1650,-16380,1750,-15821
1651,-16391,1284,-16090
1652,-16398,818,-16276
1653,-16403,351,-16380
1654,-16403,-117,-16401
1655,-16401,-584,-16338
1656,-16395,-1051,-16193
1657,-16386,-1517,-15966
1658,-16373,-1981,-15657
1659,-16358,-2445,-15269
1660,-16339,-2906,-14804
1661,-16316,-3365,-14264
1662,-16290,-3821,-13651
1663,-16261,-4274,-12969
1664,-16229,-4723,-12221
1665,-16193,-5169,-11412
1666,-16154,-5610,-10544
1667,-16112,-6047,-9623
1668,-16067,-6479,-8653
1669,-16018,-6906,-7639
1670,-15966,-7327,-6586
1671,-15911,-7742,-5500
1672,-15852,-8151,-4386
1673,-15790,-8553,-3250
1674,-15726,-8949,-2098
1675,-15657,-9337,-934
1676,-15586,-9717,234
1677,-15511,-10090,1401
1678,-15434,-10454,2561
1679,-15353,-10810,3707
1680,-15270,-11157,4835
1681,-15182,-11495,5938
1682,-15093,-11824,7012
1683,-14999,-12143,8050
1684,-14903,-12452,9046
1685,-14804,-12752,9998
1686,-14702,-13040,10898
1687,-14597,-13319,11743
1688,-14489,-13586,12528
1689,-14378,-13842,13250
1690,-14264,-14087,13905
1691,-14147,-14321,14489
1692,-14027,-14543,15000
1693,-13905,-14754,15434
1694,-13779,-14952,15790
1695,-13651,-15138,16067
1696,-13520,-15312,16262
1697,-13386,-15473,16373
1698,-13250,-15622,16403
1699,-13111,-15758,16349
1700,-12969,-15881,16212
1701,-12825,-15992,15992
1702,-12678,-16089,15692
1703,-12528,-16174,15312
1704,-12376,-16245,14854
1705,-12221,-16303,14321
1706,-12064,-16348,13716
1707,-11905,-16380,13040
1708,-11742,-16398,12299
1709,-11578,-16403,11495
1710,-11411,-16395,10633
1711,-11243,-16373,9717
1712,-11071,-16339,8752
1713,-10898,-16290,7742
1714,-10722,-16229,6694
1715,-10544,-16154,5610
1716,-10364,-16066,4499
1717,-10181,-15966,3365
1718,-9997,-15852,2213
1719,-9811,-15725,1051
1720,-9623,-15586,-117
1721,-9432,-15434,-1284
1722,-9240,-15270,-2445
1723,-9046,-15092,-3593
1724,-8851,-14903,-4723
1725,-8653,-14702,-5829
1726,-8453,-14489,-6906
1727,-8252,-14264,-7947
1728,-8049,-14027,-8949
1729,-7845,-13779,-9904
1730,-7639,-13520,-10810
1731,-7431,-13250,-11661
1732,-7222,-12969,-12452
1733,-7012,-12678,-13181
1734,-6800,-12376,-13842
1735,-6586,-12064,-14434
1736,-6371,-11742,-14952
1737,-6155,-11411,-15394
1738,-5938,-11071,-15758
1739,-5720,-10722,-16043
1740,-5500,-10364,-16245
1741,-5279,-9997,-16366
1742,-5058,-9623,-16403
1743,-4835,-9240,-16357
1744,-4611,-8850,-16229
1745,-4386,-8453,-16018
1746,-4161,-8049,-15726
1747,-3934,-7639,-15353
1748,-3707,-7222,-14903
1749,-3479,-6800,-14378
1750,-3250,-6371,-13779
1751,-3021,-5938,-13111
1752,-2791,-5500,-12376
1753,-2560,-5058,-11578
1754,-2329,-4611,-10722
1755,-2098,-4161,-9811
1756,-1866,-3707,-8850
1757,-1633,-3250,-7845
1758,-1401,-2791,-6800
1759,-1168,-2329,-5720
1760,-934,-1866,-4611
1761,-701,-1401,-3479
1762,-467,-934,-2329
1763,-233,-467,-1168
1764,0,0,0
1765,234,468,1168
1766,468,935,2329
1767,701,1401,3479
1768,935,1866,4611
1769,1168,2329,5720
1770,1401,2791,6800
1771,1633,3251,7845
1772,1866,3707,8851
1773,2098,4161,9811
1774,2329,4611,10722
1775,2560,5058,11578
1776,2791,5500,12376
1777,3021,5939,13111
1778,3250,6372,13780
1779,3479,6800,14378
1780,3707,7223,14903
1781,3934,7639,15354
1782,4161,8049,15726
1783,4387,8454,16018
1784,4611,8851,16229
1785,4835,9241,16358
1786,5058,9623,16403
1787,5280,9997,16366
1788,5501,10364,16246
1789,5720,10722,16043
1790,5938,11072,15758
1791,6156,11412,15394
1792,6372,11743,14952
1793,6586,12065,14434
1794,6800,12376,13842
1795,7012,12678,13181
1796,7223,12969,12452
1797,7432,13250,11661
1798,7639,13520,10810
1799,7845,13779,9905
1800,8050,14027,8949
1801,8252,14264,7948
1802,8454,14489,6906
1803,8653,14702,5829
1804,8851,14904,4723
1805,9046,15093,3593
1806,9240,15270,2445
1807,9433,15434,1284
1808,9623,15586,117
1809,9811,15726,-1051
1810,9997,15852,-2213
1811,10182,15966,-3365
1812,10364,16067,-4499
1813,10544,16154,-5610
1814,10722,16229,-6693
1815,10898,16291,-7742
1816,11072,16339,-8752
1817,11243,16373,-9717
1818,11412,16395,-10633
1819,11578,16404,-11495
1820,11743,16398,-12299
1821,11905,16380,-13040
1822,12064,16349,-13716
1823,12222,16304,-14321
1824,12376,16245,-14854
1825,12528,16174,-15312
1826,12678,16090,-15692
1827,12825,15992,-15992
1828,12969,15882,-16211
1829,13111,15759,-16348
1830,13250,15622,-16403
1831,13387,15474,-16373
1832,13520,15312,-16261
1833,13651,15138,-16066
1834,13779,14952,-15790
1835,13905,14754,-15434
1836,14028,14544,-14999
1837,14147,14322,-14489
1838,14264,14088,-13905
1839,14378,13843,-13250
1840,14489,13586,-12528
1841,14597,13319,-11742
1842,14702,13041,-10897
1843,14804,12752,-9997
1844,14903,12453,-9046
1845,15000,12143,-8049
1846,15093,11824,-7012
1847,15183,11496,-5938
1848,15270,11157,-4835
1849,15354,10810,-3707
1850,15434,10454,-2560
1851,15512,10090,-1400
1852,15586,9717,-234
1853,15657,9337,935
1854,15726,8949,2098
1855,15790,8554,3251
1856,15852,8151,4387
1857,15911,7742,5501
1858,15966,7327,6587
1859,16018,6906,7639
1860,16067,6479,8653
1861,16112,6047,9623
1862,16155,5610,10544
1863,16193,5169,11412
1864,16229,4723,12222
1865,16261,4274,12969
1866,16291,3821,13651
1867,16316,3365,14264
1868,16339,2906,14804
1869,16358,2445,15270
1870,16373,1982,15657
1871,16386,1517,15966
1872,16395,1051,16193
1873,16401,584,16339
1874,16403,117,16401
1875,16403,-350,16380
1876,16399,-818,16276
1877,16391,-1284,16090
1878,16380,-1749,15822
1879,16366,-2213,15473
1880,16348,-2675,15046
1881,16328,-3135,14543
1882,16304,-3593,13967
1883,16276,-4048,13319
1884,16245,-4499,12603
1885,16212,-4946,11824
1886,16174,-5390,10985
1887,16134,-5829,10090
1888,16090,-6264,9144
1889,16043,-6693,8151
1890,15992,-7117,7117
1891,15939,-7535,6047
1892,15882,-7947,4947
1893,15822,-8353,3821
1894,15759,-8752,2676
1895,15692,-9143,1517
1896,15622,-9528,351
1897,15550,-9905,-817
1898,15473,-10273,-1981
1899,15394,-10633,-3136
1900,15312,-10985,-4274
1901,15227,-11327,-5390
1902,15138,-11661,-6479
1903,15047,-11985,-7535
1904,14952,-12299,-8553
1905,14854,-12603,-9528
1906,14754,-12897,-10454
1907,14650,-13181,-11327
1908,14544,-13454,-12143
1909,14434,-13716,-12897
1910,14321,-13966,-13586
1911,14206,-14206,-14206
1912,14088,-14434,-14754
1913,13966,-14650,-15227
1914,13842,-14854,-15622
1915,13716,-15046,-15939
1916,13586,-15226,-16174
1917,13454,-15394,-16328
1918,13319,-15549,-16398
1919,13181,-15692,-16386
1920,13041,-15821,-16290
1921,12897,-15939,-16112
1922,12752,-16043,-15852
1923,12604,-16133,-15511
1924,12452,-16211,-15093
1925,12299,-16276,-14597
1926,12143,-16328,-14027
1927,11985,-16366,-13386
1928,11824,-16391,-12678
1929,11661,-16403,-11904
1930,11496,-16401,-11071
1931,11328,-16386,-10181
1932,11157,-16358,-9240
1933,10985,-16316,-8252
1934,10810,-16261,-7222
1935,10633,-16193,-6155
1936,10454,-16112,-5058
1937,10273,-16018,-3934
1938,10090,-15911,-2791
1939,9905,-15790,-1633
1940,9717,-15657,-467
1941,9528,-15512,701
1942,9337,-15353,1866
1943,9144,-15182,3021
1944,8949,-15000,4161
1945,8752,-14804,5280
1946,8553,-14597,6372
1947,8353,-14378,7432
1948,8151,-14147,8454
1949,7947,-13905,9433
1950,7742,-13651,10364
1951,7535,-13386,11243
1952,7327,-13111,12064
1953,7117,-12825,12825
1954,6906,-12528,13520
1955,6693,-12221,14147
1956,6479,-11904,14702
1957,6264,-11578,15183
1958,6047,-11242,15586
1959,5829,-10897,15911
1960,5611,-10544,16154
1961,5390,-10182,16316
1962,5169,-9811,16395
1963,4947,-9433,16391
1964,4723,-9046,16304
1965,4499,-8653,16134
1966,4274,-8252,15882
1967,4048,-7845,15549
1968,3821,-7431,15138
1969,3593,-7012,14650
1970,3365,-6586,14088
1971,3136,-6155,13454
1972,2906,-5720,12752
1973,2676,-5280,11985
1974,2445,-4835,11157
1975,2214,-4386,10273
1976,1982,-3934,9337
1977,1750,-3479,8353
1978,1517,-3021,7327
1979,1284,-2560,6264
1980,1051,-2098,5169
1981,818,-1633,4048
1982,584,-1168,2906
1983,351,-701,1749
1984,117,-233,584
1985,-117,234,-584
1986,-351,701,-1749
1987,-584,1168,-2906
1988,-818,1634,-4048
1989,-1051,2098,-5169
1990,-1284,2561,-6264
1991,-1517,3021,-7327
1992,-1749,3479,-8353
1993,-1981,3934,-9336
1994,-2213,4387,-10273
1995,-2445,4835,-11157
1996,-2676,5280,-11985
1997,-2906,5720,-12752
1998,-3136,6156,-13454
1999,-3365,6586,-14088
2000,-3593,7012,-14650
